host	path	verdict	evidence	shard
105	/home/reyerchu/_jland67	RECOVER	92 of the 95 files it owns hold bytes main does not have. sha256(docs/research/2026-08-21-corpus-gate-adjudication.md) = 584ea76f0caf73fdc12e8d72be224c4c2fda25ef6d28f5e444113c9edda99110 here, (no such path on origin/main) on main (main has no file at this path); that file is markdown, 157 lines — Adjudication: the two corpus gates [worktree HEAD when judged: c6d640e4a65 -- re-measure before acting; these hosts are live; judged against origin/main 81cd5321b08] [ON_REMOTE — safe to delete: its head is on origin, reachable from `origin/fix/jland67-hygiene-subset-honoured`, so the commit survives the directory, the clone and the machine. Authority: that ref was confirmed present by `git ls-remote --heads origin`, not by a tracking ref — a tracking ref is a memory of origin and 537 of this clone's 678 were branches origin had deleted. `origin/HEAD` is never named: it is a local symbolic ref and `ls-remote --heads` does not list it.]	extra-8hd9
105	/home/reyerchu/_jmg2/vibe-ic-jmg2	LANDED	whole tree 78409748745 is byte-for-byte a tree origin/main publishes, at 867de428920 (2026-08-21), against main 81cd5321b08. [LANDED, empty form: its head is already contained in main, so it owns nothing and every content check passes trivially. This says the DIRECTORY holds a state main has — not that any branch's work landed. Earlier heads in its reflog, all accounted for: cb8e4c2c0f5(owned=0 differ=0 all_0_match_main).] [worktree HEAD when judged: 867de428920 -- re-measure before acting; these hosts are live; judged against origin/main 81cd5321b08] [ON_REMOTE — safe to delete: its head is on origin, reachable from `origin/agent/jcapsha-capture`, so the commit survives the directory, the clone and the machine. Authority: that ref was RE-DERIVED 2026-08-22 after `origin/agent/j63b-63x8-reenumeration` was deleted from origin; the replacement was confirmed present by `git ls-remote`, not by a tracking ref — a tracking ref is a memory of origin and 537 of this clone's 678 were branches origin had deleted. `origin/HEAD` is never named: it is a local symbolic ref and `ls-remote --heads` does not list it.]	extra-8hd9
105	/home/reyerchu/_jppa_runner/base	LANDED	whole tree 78409748745 is byte-for-byte a tree origin/main publishes, at 867de428920 (2026-08-21), against main 81cd5321b08. [LANDED, empty form: its head is already contained in main, so it owns nothing and every content check passes trivially. This says the DIRECTORY holds a state main has — not that any branch's work landed. Its reflog records no earlier head, so nothing was displaced.] [worktree HEAD when judged: 867de428920 -- re-measure before acting; these hosts are live; judged against origin/main 81cd5321b08] [ON_REMOTE — safe to delete: its head is on origin, reachable from `origin/agent/jcapsha-capture`, so the commit survives the directory, the clone and the machine. Authority: that ref was RE-DERIVED 2026-08-22 after `origin/agent/j63b-63x8-reenumeration` was deleted from origin; the replacement was confirmed present by `git ls-remote`, not by a tracking ref — a tracking ref is a memory of origin and 537 of this clone's 678 were branches origin had deleted. `origin/HEAD` is never named: it is a local symbolic ref and `ls-remote --heads` does not list it.]	extra-8hd9
105	/home/reyerchu/_jppa_timing/repo	RECOVER	5 of the 5 files it owns hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/_ppa/backends/__init__.py) = 5fb8fcc4cb787b97056a07a74b785ee0ced0022dd73cec263aacd2108e554e53 here, 80d38ce7735cff76ec59a65b90dcc19573a04f90b470e1eea1a57aa915e31849 on main (+6/-122 lines vs main); that file is python, 11 lines — `_ppa.backends` — one module per tool, and each one only PARSES. [worktree HEAD when judged: e8fc2e8484d -- re-measure before acting; these hosts are live; judged against origin/main 81cd5321b08] [ON_REMOTE — safe to delete: its head is on origin, reachable from `origin/harvest/rescue-reanchor-11`, so the commit survives the directory, the clone and the machine. Authority: re-derived 2026-08-22 after the original anchor `origin/harvest/rescue-8HD-9-notonorigin-repo` was deleted from origin; the replacement was confirmed present by `git ls-remote --heads origin`, not by a tracking ref — a tracking ref is a memory of origin and 537 of this clone's 678 were branches origin had deleted. `origin/HEAD` is never named: it is a local symbolic ref and `ls-remote --heads` does not list it.]	extra-8hd9
105	/home/reyerchu/_jruns/repo_vibeic	RECOVER	11 of the 91 files it owns hold bytes main does not have. sha256(docs/research/fleet_run_folder_triage_evidence/112/_agent_scratch_sn/ctrl_run1.log) = 30d4bef437911a8451d5830c0b3711c4d6d8d12526333f80fb059e72e53d244b here, (no such path on origin/main) on main (main has no file at this path); that file is file, 603 lines — === Vibe-IC phase1_phase2_phase3 compliance === [worktree HEAD when judged: b6e2f066290 -- re-measure before acting; these hosts are live; judged against origin/main 81cd5321b08] [ON_REMOTE — safe to delete: its head is on origin, reachable from `origin/harvest/rescue-reanchor-9`, so the commit survives the directory, the clone and the machine. Authority: re-derived 2026-08-22 after the original anchor `origin/harvest/rescue-8HD-9-notonorigin-repo_vibeic` was deleted from origin; the replacement was confirmed present by `git ls-remote --heads origin`, not by a tracking ref — a tracking ref is a memory of origin and 537 of this clone's 678 were branches origin had deleted. `origin/HEAD` is never named: it is a local symbolic ref and `ls-remote --heads` does not list it.]	extra-8hd9
105	/home/reyerchu/_meas_base_hyg	LANDED	whole tree a3788ac5a81 is byte-for-byte a tree origin/main publishes, at a00f53f2094 (2026-08-21), against main 81cd5321b08. [LANDED, empty form: its head is already contained in main, so it owns nothing and every content check passes trivially. This says the DIRECTORY holds a state main has — not that any branch's work landed. Earlier heads in its reflog, all accounted for: 81cd5321b08(owned=0 differ=0 all_0_match_main).] [worktree HEAD when judged: 81cd5321b08 -- re-measure before acting; these hosts are live; judged against origin/main 81cd5321b08] [ON_REMOTE — safe to delete: its head is on origin, reachable from `origin/agent/jcapsha-capture`, so the commit survives the directory, the clone and the machine. Authority: that ref was RE-DERIVED 2026-08-22 after `origin/agent/j63b-63x8-reenumeration` was deleted from origin; the replacement was confirmed present by `git ls-remote`, not by a tracking ref — a tracking ref is a memory of origin and 537 of this clone's 678 were branches origin had deleted. `origin/HEAD` is never named: it is a local symbolic ref and `ls-remote --heads` does not list it.]	extra-8hd9
105	/home/reyerchu/_meas_base_tests	LANDED	whole tree a3788ac5a81 is byte-for-byte a tree origin/main publishes, at a00f53f2094 (2026-08-21), against main 81cd5321b08. [LANDED, empty form: its head is already contained in main, so it owns nothing and every content check passes trivially. This says the DIRECTORY holds a state main has — not that any branch's work landed. Earlier heads in its reflog, all accounted for: 81cd5321b08(owned=0 differ=0 all_0_match_main).] [worktree HEAD when judged: 81cd5321b08 -- re-measure before acting; these hosts are live; judged against origin/main 81cd5321b08] [ON_REMOTE — safe to delete: its head is on origin, reachable from `origin/agent/jcapsha-capture`, so the commit survives the directory, the clone and the machine. Authority: that ref was RE-DERIVED 2026-08-22 after `origin/agent/j63b-63x8-reenumeration` was deleted from origin; the replacement was confirmed present by `git ls-remote`, not by a tracking ref — a tracking ref is a memory of origin and 537 of this clone's 678 were branches origin had deleted. `origin/HEAD` is never named: it is a local symbolic ref and `ls-remote --heads` does not list it.]	extra-8hd9
105	/home/reyerchu/_meas_head	RECOVER	91 of the 91 files it owns hold bytes main does not have. sha256(docs/research/2026-08-21-corpus-gate-adjudication.md) = 584ea76f0caf73fdc12e8d72be224c4c2fda25ef6d28f5e444113c9edda99110 here, (no such path on origin/main) on main (main has no file at this path); that file is markdown, 157 lines — Adjudication: the two corpus gates [worktree HEAD when judged: 85383af35b7 -- re-measure before acting; these hosts are live; judged against origin/main 81cd5321b08] [ON_REMOTE — safe to delete: its head is on origin, reachable from `origin/land/batch67-assembled`, so the commit survives the directory, the clone and the machine. Authority: that ref was confirmed present by `git ls-remote --heads origin`, not by a tracking ref — a tracking ref is a memory of origin and 537 of this clone's 678 were branches origin had deleted. `origin/HEAD` is never named: it is a local symbolic ref and `ls-remote --heads` does not list it.]	extra-8hd9
105	/home/reyerchu/_meas_head_hyg	RECOVER	91 of the 91 files it owns hold bytes main does not have. sha256(docs/research/2026-08-21-corpus-gate-adjudication.md) = 584ea76f0caf73fdc12e8d72be224c4c2fda25ef6d28f5e444113c9edda99110 here, (no such path on origin/main) on main (main has no file at this path); that file is markdown, 157 lines — Adjudication: the two corpus gates [worktree HEAD when judged: 85383af35b7 -- re-measure before acting; these hosts are live; judged against origin/main 81cd5321b08] [ON_REMOTE — safe to delete: its head is on origin, reachable from `origin/land/batch67-assembled`, so the commit survives the directory, the clone and the machine. Authority: that ref was confirmed present by `git ls-remote --heads origin`, not by a tracking ref — a tracking ref is a memory of origin and 537 of this clone's 678 were branches origin had deleted. `origin/HEAD` is never named: it is a local symbolic ref and `ls-remote --heads` does not list it.]	extra-8hd9
105	/home/reyerchu/_meas_head_tests	RECOVER	91 of the 91 files it owns hold bytes main does not have. sha256(docs/research/2026-08-21-corpus-gate-adjudication.md) = 584ea76f0caf73fdc12e8d72be224c4c2fda25ef6d28f5e444113c9edda99110 here, (no such path on origin/main) on main (main has no file at this path); that file is markdown, 157 lines — Adjudication: the two corpus gates [worktree HEAD when judged: 85383af35b7 -- re-measure before acting; these hosts are live; judged against origin/main 81cd5321b08] [ON_REMOTE — safe to delete: its head is on origin, reachable from `origin/land/batch67-assembled`, so the commit survives the directory, the clone and the machine. Authority: that ref was confirmed present by `git ls-remote --heads origin`, not by a tracking ref — a tracking ref is a memory of origin and 537 of this clone's 678 were branches origin had deleted. `origin/HEAD` is never named: it is a local symbolic ref and `ls-remote --heads` does not list it.]	extra-8hd9
105	/home/reyerchu/campaign_v164_spm_ihp/wt_pdk	RECOVER	2 of the 2 files it owns hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/phase3_one_shot_runner.py) = 6ec5c1cc7dedefe8787d6ec8b8ee9420f954efe5995a5111e5bed0bcdfa04c4b here, 8dcd4d70c1002f78067001366747ebe36bd5e93b3e5036678eecb9cfc532b226 on main (+1371/-17283 lines vs main); that file is python, 25755 lines — phase3_one_shot_runner.py — single-call orchestrator for Phase 3 (synth → GDS). [worktree HEAD when judged: 5ff7ae81084 -- re-measure before acting; these hosts are live; judged against origin/main 81cd5321b08] [ON_REMOTE — safe to delete: its head is on origin, reachable from `origin/harvest/rescue-reanchor-5`, so the commit survives the directory, the clone and the machine. Authority: re-derived 2026-08-22 after the original anchor `origin/harvest/rescue-8HD-9-localonly-vibe-ic-repo` was deleted from origin; the replacement was confirmed present by `git ls-remote --heads origin`, not by a tracking ref — a tracking ref is a memory of origin and 537 of this clone's 678 were branches origin had deleted. `origin/HEAD` is never named: it is a local symbolic ref and `ls-remote --heads` does not list it.]	extra-8hd9
105	/home/reyerchu/campaign_v164_spm_ihp/wt_pdkfail	RECOVER	7 of the 8 files it owns hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md) = b5d2579f1d4a34aebf99651cdf58573798cf1146b783fb7b696ece28bc8340fc here, 4ae6e4d9395ba9e218a1e6b2594f45d81d07d193ec7cdd25f471f1da2d97bf1a on main (+790/-1202 lines vs main); that file is markdown, 1984 lines — <!-- AUTO-GENERATED by tools/gen_programs_index.py — DO NOT EDIT BY HAND --> [worktree HEAD when judged: a6677f1d4b0 -- re-measure before acting; these hosts are live; judged against origin/main 81cd5321b08] [ON_REMOTE — safe to delete: its head is on origin, reachable from `origin/harvest/rescue-reanchor-9`, so the commit survives the directory, the clone and the machine. Authority: re-derived 2026-08-22 after the original anchor `origin/harvest/rescue-8HD-9-localonly-vibe-ic-repo` was deleted from origin; the replacement was confirmed present by `git ls-remote --heads origin`, not by a tracking ref — a tracking ref is a memory of origin and 537 of this clone's 678 were branches origin had deleted. `origin/HEAD` is never named: it is a local symbolic ref and `ls-remote --heads` does not list it.]	extra-8hd9
105	/home/reyerchu/campaign_v164_spm_ihp/wt_pristine	RECOVER	its HEAD holds nothing main lacks, but the WORKING TREE holds 0 modified + 2 new non-ignored file(s) that are on no branch at all. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/pdk_registry_image_consistency_check.py) = 93c790c4adcd0714c32f2d840a7b19d04506f9fde48011af72e12569eb62d7d1 here, (no such path on origin/main) on main (main has no file at this path); that file is python, 240 lines — Report BOTH directions of pdk_registry.json <-> EDA-image drift. [worktree HEAD when judged: 918bf1e7cfa -- re-measure before acting; these hosts are live; judged against origin/main 81cd5321b08] [ON_REMOTE — safe to delete: its head is on origin, reachable from `origin/agent/jcapsha-capture`, so the commit survives the directory, the clone and the machine. Authority: that ref was RE-DERIVED 2026-08-22 after `origin/agent/j63b-63x8-reenumeration` was deleted from origin; the replacement was confirmed present by `git ls-remote`, not by a tracking ref — a tracking ref is a memory of origin and 537 of this clone's 678 were branches origin had deleted. `origin/HEAD` is never named: it is a local symbolic ref and `ls-remote --heads` does not list it.]	extra-8hd9
105	/home/reyerchu/hyg32b_ctl	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit ab5a23a28b2, whose plugin manifest is byte-identical to the one on disk. 1 of the 1 file(s) it changed hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_phase3_step10_prelayout_basis_behaviour.py) = 33f5e92a23551df93afa5b5710f44a305bf0f3f1671e126100e1dc6cc5684054 here, ecc3ffb8ca751cad3fe2501399066d64e3b00052c2551d30a24fbfd6e993914d on main (+3/-21 lines vs main); that file is python, 474 lines — Step 10 must not publish a POST_ROUTE body under its PRE-LAYOUT header when [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base ab5a23a28b2; re-measure before acting; judged against origin/main 81cd5321b08] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]	extra-8hd9
105	/home/reyerchu/prcheck161/main	LANDED	whole tree 50f289f1a09 is byte-for-byte a tree origin/main publishes, at 24ff9530779 (2026-08-13), against main 81cd5321b08. [LANDED, empty form: its head is already contained in main, so it owns nothing and every content check passes trivially. This says the DIRECTORY holds a state main has — not that any branch's work landed. Its reflog records no earlier head, so nothing was displaced.] [worktree HEAD when judged: 24ff9530779 -- re-measure before acting; these hosts are live; judged against origin/main 81cd5321b08] [ON_REMOTE — safe to delete: its head is on origin, reachable from `origin/agent/jcapsha-capture`, so the commit survives the directory, the clone and the machine. Authority: that ref was RE-DERIVED 2026-08-22 after `origin/agent/j63b-63x8-reenumeration` was deleted from origin; the replacement was confirmed present by `git ls-remote`, not by a tracking ref — a tracking ref is a memory of origin and 537 of this clone's 678 were branches origin had deleted. `origin/HEAD` is never named: it is a local symbolic ref and `ls-remote --heads` does not list it.]	extra-8hd9
105	/home/reyerchu/prcheck161/pr	LANDED	whole tree 50f289f1a09 is byte-for-byte a tree origin/main publishes, at 24ff9530779 (2026-08-13), against main 81cd5321b08. [LANDED, empty form: its head is already contained in main, so it owns nothing and every content check passes trivially. This says the DIRECTORY holds a state main has — not that any branch's work landed. Its reflog holds earlier head(s) that owned files differing from main and were on no ref: 064b8457844(owned=5 differ=5 **ORPHANED_WORK**); 07a50b4a829(owned=3 differ=1 **ORPHANED_WORK**); 0ebb665b1ca(owned=4 differ=2 **ORPHANED_WORK**); 1dbf9dd9481(owned=1 differ=1 **ORPHANED_WORK**); 21affd17765(owned=1 differ=1 **ORPHANED_WORK**); 250f209a9ee(owned=1 differ=0 all_1_match_main); 25581f7446c(owned=1 differ=1 **ORPHANED_WORK**). Those are preserved now — see the harvest/rescue-*priorheads* refs — but they were unpreserved work sitting behind this row.] [worktree HEAD when judged: 24ff9530779 -- re-measure before acting; these hosts are live; judged against origin/main 81cd5321b08] [ON_REMOTE — safe to delete: its head is on origin, reachable from `origin/agent/jcapsha-capture`, so the commit survives the directory, the clone and the machine. Authority: that ref was RE-DERIVED 2026-08-22 after `origin/agent/j63b-63x8-reenumeration` was deleted from origin; the replacement was confirmed present by `git ls-remote`, not by a tracking ref — a tracking ref is a memory of origin and 537 of this clone's 678 were branches origin had deleted. `origin/HEAD` is never named: it is a local symbolic ref and `ls-remote --heads` does not list it.]	extra-8hd9
105	/home/reyerchu/prcheck161/repo	LANDED	whole tree 50f289f1a09 is byte-for-byte a tree origin/main publishes, at 24ff9530779 (2026-08-13), against main 81cd5321b08. [LANDED, empty form: its head is already contained in main, so it owns nothing and every content check passes trivially. This says the DIRECTORY holds a state main has — not that any branch's work landed. Its reflog records no earlier head, so nothing was displaced.] [worktree HEAD when judged: 24ff9530779 -- re-measure before acting; these hosts are live; judged against origin/main 81cd5321b08] [ON_REMOTE — safe to delete: its head is on origin, reachable from `origin/agent/jcapsha-capture`, so the commit survives the directory, the clone and the machine. Authority: that ref was RE-DERIVED 2026-08-22 after `origin/agent/j63b-63x8-reenumeration` was deleted from origin; the replacement was confirmed present by `git ls-remote`, not by a tracking ref — a tracking ref is a memory of origin and 537 of this clone's 678 were branches origin had deleted. `origin/HEAD` is never named: it is a local symbolic ref and `ls-remote --heads` does not list it.]	extra-8hd9
105	/home/reyerchu/prcheck161/w1	LANDED	whole tree 50f289f1a09 is byte-for-byte a tree origin/main publishes, at 24ff9530779 (2026-08-13), against main 81cd5321b08. [LANDED, empty form: its head is already contained in main, so it owns nothing and every content check passes trivially. This says the DIRECTORY holds a state main has — not that any branch's work landed. Its reflog holds earlier head(s) that owned files differing from main and were on no ref: 064b8457844(owned=5 differ=5 **ORPHANED_WORK**); 4d175978688(owned=11 differ=11 **ORPHANED_WORK**). Those are preserved now — see the harvest/rescue-*priorheads* refs — but they were unpreserved work sitting behind this row.] [worktree HEAD when judged: 24ff9530779 -- re-measure before acting; these hosts are live; judged against origin/main 81cd5321b08] [ON_REMOTE — safe to delete: its head is on origin, reachable from `origin/agent/jcapsha-capture`, so the commit survives the directory, the clone and the machine. Authority: that ref was RE-DERIVED 2026-08-22 after `origin/agent/j63b-63x8-reenumeration` was deleted from origin; the replacement was confirmed present by `git ls-remote`, not by a tracking ref — a tracking ref is a memory of origin and 537 of this clone's 678 were branches origin had deleted. `origin/HEAD` is never named: it is a local symbolic ref and `ls-remote --heads` does not list it.]	extra-8hd9
